method,lambda,mu,train_seed,eval_seed,checkpoint_id,return,delivery_error,success,steps,decision_seconds
hrl,0.2,20.0,3,0,2026-03-21T13-06-44-235267_HRL.pth,1038.7199999999887,-8.225,1.0,1142,3.476599342073314
