method,lambda,mu,train_seed,eval_seed,checkpoint_id,return,delivery_error,success,steps,decision_seconds
ga,0.2,20.0,0,0,2026-03-14T20-20-20-841731_HRL.pth,1024.8599999999901,-9.95,1.0,1146,3.532492808997631
