method,lambda,mu,train_seed,eval_seed,checkpoint_id,return,delivery_error,success,steps,decision_seconds
hrl,0.2,20.0,0,0,2026-03-14T20-26-34-971069_HRL.pth,-334.99999999998647,nan,0.0,4000,3.284404282923788
